artifact_path,artifact_sha256,producing_commit_or_code_entrypoint,prediction_sha,gt_axis,gt_start_source,gt_end_source,use_kind,upstream_threshold_or_model_identity,source_song_split,action,category,scan_error,note
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/legacy_m4_60s_derived_pilot_20260803/gt_paired.json,e32da7453d374f5d4da8c6aa21a3157d536e410cc899c1e5011d06b7030548f2,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/legacy_m4_60s_derived_pilot_20260803/gt_paired_v2.json,8b95531a84fe8e7a0056939d29ebae7954dec08687d84061a6cfbc5a499d955b,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/legacy_m4_60s_derived_pilot_20260803/pilot_freeze.json,52102cf0368d8121d20e569372faaa75020c0bdc1191a896ad48ed699fc8ce47,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c1_c6_production_20260804/analysis.json,dd429b7954628ceffd299ee3512b05171071f8422b2a60dfde25cf0927a5d9f8,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c1_c6_production_20260804/collection.json,78a20671ea62fc655261fb4eae216eb1cedf4ef3be7872f169b7a7177b372e1a,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c1_c6_production_20260804/formal_freeze.json,0ceb298a4fc4690e83596b5c68bff97deb5bd31572f1f331b6516ec25fbe4606,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c1_c6_production_20260804/gt_evidence_diagnostics.json,5ced54065ececee3b39f3e476d27e24bcbe049b0eb60c3ca4101d8ace0df83b0,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c1_c6_production_20260804/gt_paired.json,ec0c851c2b305939914e83acea440256fb02ea1c5d30fad0391a6576922ac280,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c1_c6_production_20260804/source_song_coverage.json,f263be33a1afe3e2bbbb0da9b7a0e6dae4cbca09c00877c866d0da3c42fd765b,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,selection,,test,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c6_text_controls_20260804/analysis.json,f6793147d6cad2515a979f11710bd6601df15f99c6dd2659c157758ce3e6d411,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c6_text_controls_20260804/collection.json,a14cf12779fb200c982fe12332db6df63efbdc1cec2f275f9e21ab847367a42d,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c6_text_controls_20260804/formal_freeze.json,2fd13e7887fd0e26e0b0b25c879cfe405275eee0c48f946a53d01ae0dc0bace4,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c6_text_controls_20260804/gt_paired.json,088e02f5fa1547ca4e16875a7c1a8cd12c418eca08ead14cbf94cc0e7fa18d46,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c6_text_controls_20260804/gt_paired_v2.json,088e02f5fa1547ca4e16875a7c1a8cd12c418eca08ead14cbf94cc0e7fa18d46,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c6_text_controls_20260804/gt_paired_v3.json,2304c5886f2e162eb6302ebea82b94b07be12152b6b4c669efed870a09289f06,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c7_c9_production_20260804/analysis.json,ba0cab9395c84044c0544c8ddf8fca5c4b3b621faf2884f0a2d8a21736662004,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c7_c9_production_20260804/collection.json,9a5bb2b9b762f2a17aeeb8189e1a2e625b99cb0c08f6776e745f736b48cae401,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c7_c9_production_20260804/formal_freeze.json,7f8e9720f7798fd066185bfa12328ddb9b2137f3e33d1ff1734b59f631412cfb,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_c7_c9_production_20260804/gt_paired.json,8f4d749a988b234aca606b09cba00eb59c72651a4e34d3c68d5a2295119bbcd5,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_same_song_wrong_section_20260804/analysis.json,2c99e507506b43fed7609c872953b39169ffd91450adcfafda2151feb479a43b,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_same_song_wrong_section_20260804/collection.json,2b091124f207f25d965cbdacd067bf120792bde3cb1817b681909b71efbf29c8,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_same_song_wrong_section_20260804/formal_freeze.json,cdb8b08e326b831ae06cb2a95603beed1e1291fbec655db1e1e3eb5c902e6269,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/m4singer_test_same_song_wrong_section_20260804/gt_paired.json,338a56ff0fa3644ab0d17be6b0a6b3fb018d934c709452c55594259485bbd17b,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c10_multianswer_20260804/collection.json,bc6623d3c408dd66fbb661c4084509a20dd9bef8d189a2c9e6e1431b85563918,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c10_multianswer_20260804/formal_freeze.json,9cdac36738250d180e1c51da991b754f4de9abb4ffee1d3c3533a3009f254e2d,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c1_c6_production_20260804/analysis.json,3f6a1a4b18074cb83707d75f83a580fe170c09ee3a6c3f6ab9cb094250d1bf7a,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c1_c6_production_20260804/collection.json,c52aaaecc57ed027396d45812f5f5f7dc229d96407b3abe5c49a44200e2b3688,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c1_c6_production_20260804/formal_freeze.json,5875fef71fb103857aca16a72999e34f9337f779bac5b1f0de0ebb1f28ae7690,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c1_c6_production_20260804/gt_evidence_diagnostics.json,c9cf73d1292ccaa4bb0bfa59c78bb0a0f92ea6c1f0688d01993d8a1f99a99b6e,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c1_c6_production_20260804/gt_paired.json,43ada8ae68b04f65fac6c054ae764826e9520c0daf6eb66418dbdbd18bd118dc,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c1_c6_production_20260804/gt_paired_v2.json,a7055411d0fca5b505ba1342dab1bf23511c3b2fe6c59a90400a28ed89bd9b6e,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c1_c6_production_20260804/source_song_coverage.json,908c324a0f2c9f9501090eb433e62e55fdfb3663089c4b56814be5c641bfd194,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,selection,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c6_accompaniment_formal_20260804/collection.json,a219fcc30071b8b02f8366958654903b6036504f3f1d51f8d5bf3492b8dffe6d,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c6_accompaniment_formal_20260804/formal_freeze.json,d53c8e39952689ef615f5db6f4dc280f1313780b8f42146817b352769152beec,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_c6_accompaniment_formal_20260804/gt_paired.json,6b11983ffe29f8580f7eb1e1fe780b6428263a528ba7e6440e17b2601c7ae75f,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_mutation_formal_20260803/analysis.json,e7d39daa99aa655f70ecacb10cd456d63a7c3c93ba4f69fa4219d5835f070807,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_mutation_formal_20260803/collection.json,be039f7d35b5309184220e983cfad10ccdc5d964fd6077083fc4bcd451b3685f,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_mutation_formal_20260803/formal_freeze.json,4bedb8228cc1b39812cc305ccde7e7e1d722d49a8eb00b4b9befceb7a84e14ad,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_mutation_formal_20260803/gt_paired.json,712f6c4e80038605c8ba1610562567488ecdf9bf96e9b265d583ff1b4cea222e,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_production_mutation_20260804/analysis.json,e7d39daa99aa655f70ecacb10cd456d63a7c3c93ba4f69fa4219d5835f070807,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_production_mutation_20260804/collection.json,068501482e287508261ef43aa5dec71f65e1b6361ab5c9ef6effeed4c6b8c6be,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_production_mutation_20260804/formal_freeze.json,0e478643359b2b986d75fa1fb8289af40ca09970c60252d54928cf5d7f15ff4e,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_production_mutation_20260804/gt_paired.json,41af9214e9705fd484d9ba72e3731739045669fb2a1406fae88e36ca89f6350c,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_recovery_workflow_20260804/collection.json,91252b2dca08348b613474615604b5fc1875e1168f7d53574e82fa9493f9895a,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,recovery,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_recovery_workflow_20260804/formal_freeze.json,8148c9db9b4b4e4dc091f5178ba82d5212cd92c316dfbbaa4cde981f31e2ffa5,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,recovery,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_cursor_matrix_20260804/analysis.json,b1fa4112041718b74864a3a3957611e1d0b5b826190dd971152ab2e5944824c2,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_cursor_matrix_20260804/collection.json,edf34ef1eac56fb9d894ac5de7c11065f99e21d4a82c27963cbd88bd81a8cf6f,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_cursor_matrix_20260804/formal_freeze.json,76d4791c36272a9fba846af6e8d4afb42d05de2927d058041760032ccd14aca7,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_cursor_matrix_20260804/workflow_gt.json,ee51a873348b8a2ea814eab96d784df91f83a72ef73f7c437578db24aef396af,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_cursor_matrix_20260804/workflow_gt_v2.json,9b241175ec29077da71126e34a95236a9927545e55b288543d6ccd82fcbbe817,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_production_20260804/formal_freeze.json,e8e11da27943bf881ec4f54cf63a714c683a7170eef1112217cc52a8ffe2d2b8,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_production_v2_20260804/analysis.json,3247dcfd93e4a653a05a0e43780c8014d590cb66ebbfeeeb92946ec941febf9f,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_production_v2_20260804/collection.json,db3aa16b9951b2855e540bf75d3ff0be28647e68f5067322ad524a11284d7d7d,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_production_v2_20260804/formal_freeze.json,23dec553e32aa798506dab82f832f104bc4d63cbc8ee31e808259c3e8f96e540,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_production_v2_20260804/workflow_gt.json,88a8c7258ef53b9e1b4896fe796472333f0d59a88b5ecfdd3b3800d49cbf3f33,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_provisional_matrix_20260804/analysis.json,b01849cfafe490b7d8c52f20c7646b246c9f48032ebdc8950644b72d24d1bde0,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_provisional_matrix_20260804/collection.json,54a0bcc14954570d4c2ec93acbec1f4d528dc50f29dcbf1d16d0c5248d2e635d,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_provisional_matrix_20260804/formal_freeze.json,01e0b758aa82eb9612ecda2dcb906d148f69ad04dcf50b0c35a63b9c3302083f,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_provisional_matrix_20260804/workflow_gt.json,fb6a370a7ee8a68ad115e9b304dbbb6288f8092552bfdee8255e5c274ebc8732,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_provisional_matrix_20260804/workflow_gt_v2.json,ded92ed4fe81862f80b779b5a831e1e9185869e6a4592bb2c5b60327f00efce0,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_provisional_matrix_v2_20260804/collection.json,cae84cb2664f18c12a199d06382a4fe067a0c31401fdd6cc3e9d8cc340783347,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_provisional_matrix_v2_20260804/formal_freeze.json,01e0b758aa82eb9612ecda2dcb906d148f69ad04dcf50b0c35a63b9c3302083f,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_provisional_matrix_v2_20260804/workflow_gt.json,a9954cdb56e9a40c242783cbd6933e7b78edf76fbd7981f1668df1fb72aa48b4,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,metric,,unknown,REAGGREGATE,research_v7_long_slot_timing,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_stateful_p1_20260804/analysis.json,062062148915b73e0706db7f35a8a7b4b32dc5f9ee43d4d8a52c91501f168642,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_stateful_p1_20260804/collection.json,e83b3710ae404c9b334f0eba1f9f16c42752eab1c2f8905623291edd926468af,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
/home/hyan/Data/lyricalign/runs/research_v7_align_behavior/mir1k_heldout_workflow_stateful_p1_20260804/formal_freeze.json,ed6260db50b60fea18e59010deb10f9182f871c481dd8b10270f39552a685f39,unknown,,PROVENANCE_UNKNOWN,unknown,unknown,other,,unknown,KEEP structural only,research_v7_structural,,
